Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
Pará,Vitória do Xingu,Água,Bloq. km 27 da BR-230,"Sítio
Canais",17/05/2015,650,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,Public Policies,Assassinat o,Assassinat the
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,30/03/2015,60,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,24/08/2015,100,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Caaporã,Questões ambientais,Bloq. da BR-101,"Contra
Contam. do Assent. Capim
de Cheiro",12/06/2015,60,,Contra agrotóxicos,Against pesticides,Environment,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,28/09/2015,500,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,20/10/2015,150,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Campina Grande,Terra,Bloq. BR-230,"Jorn. de Lutas
das Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Condado,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,João Pessoa,Terra,Bloq. BR-101,"Jorn. de Lutas
das Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,João Pessoa,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Juazeirinho,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Marcação,Questão Indígena,Bloq. da PB-041,"Aldeia
Brejinho",03/05/2015,50,,Infraestrutura,Infrastructure,Infrastructure,,
Paraíba,Mari,Terra,Bloqueio da PB-073,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Monteiro,Terra,Bloqueio da BR-412,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Monteiro,Terra,Bloqueio da BR-412,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Olho d`Água,Terra,Bloqueio da PB-361,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Olho d`Água,Terra,Bloqueio da BR-361,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Patos,Terra,Bloq. PB-364,"Jorn. de Lutas
das Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Piancó,Terra,Bloqueio da BR-361,,20/10/2015,50,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Queimadas,Terra,Bloq. BR-104,"Jorn. de Lutas
das Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Remígio,Terra,Bloq. BR-104,"Jorn. de Lutas
das Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Remígio,Terra,Bloqueio da BR-104,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Rio Tinto,Questão Indígena,Bloq. BR-101,T.I. Potiguara,15/04/2015,1000,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Paraíba,Santa Rita,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,17/04/2015,100,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Land Reform,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,Land Reform,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public Policies,Public Policies,,
Paraíba,Taperoá,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,Land Reform,,
Paraná,Cascavel,Terra,Bloq. da BR-277,"Jor. de
Lutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,Guairaçá,Terra,Bloq. da BR-376,"Jor. de
Lutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,Jacarezinho,Terra,Bloq. da BR-376,"Jor. de
Lutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,Laranjeiras do Sul,Terra,"Bloq. no Km 454 da
BR-277","Jor. de Lutas por
Ref. Agrária",17/04/2015,250,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,Nova Laranjeira,Terra,Bloq. da BR-277,"Faz. Rio das
Cobras",05/10/2015,2000,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraná,Nova Laranjeira,Terra,Bloq. BR-277,"Faz. Rio das
Cobras",06/10/2015,,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraná,Nova Laranjeira,Terra,Bloq. da BR-277,"Jor. de
Lutas das Mulheres",09/03/2015,700,,Infraestrutura/ Educação/ Reforma Agrária/ Assentamento de famílias,Infrastructure/Education/Agrarian Reform/Settlement of families,Property,,
Paraná,Pinhão,Terra,Bloqueio da PR-475,,05/10/2015,530,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraná,Quedas do Iguaçu,Terra,Bloqueio  da PR-473,"Faz. Rio
das Cobras",05/10/2015,1000,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Paraná,Quedas do Iguaçu,Terra,Bloqueio BR-277,,11/08/2015,200,,Infraestrutura,Infrastructure,Infrastructure,,
Paraná,Rio Bonito do Iguaçu,Terra,Bloqueio  da PR-170,,05/10/2015,540,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Land Reform,,
Paraná,Rio Bonito do Iguaçu,Terra,Bloqueio  da BR-158,,05/10/2015,100,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Land Reform,,
Paraná,Rio Bonito do Iguaçu,Terra,Bloqueio da BR-158,,06/10/2015,,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Land Reform,,
Paraná,São José dos Pinhais,Questão Indígena,Bloq. da BR-277,"Aldeia
Kakané Porá",03/11/2015,50,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Paraná,São José dos Pinhais,Questão Indígena,Bloq. da BR-277,"Contra
PEC-215",11/11/2015,60,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Pernambuco,Águas Belas,Questão Indígena,Bloq. BR-423,"Contra
PEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Pernambuco,Águas Belas,Terra,Bloq. BR-423 Km 2,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Belo Jardim,Terra,Bloq. BR-232 Km 190,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Cabrobó,Água,Bloq. BR-316,"Us. Luiz
Gonzaga",26/03/2015,1600,,Infraestrutura,Infrastructure,Infrastructure,,
Pernambuco,Catende,Terra,Bloq. PE-160,"Jor. de Luta
das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Cupira,Terra,Bloq. BR-104 Km 91,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Goiana,Terra,Bloq. BR-101 Km 01,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Goiana,Terra,Bloq. BR-101,"Jornada de
Luta por R.A.",15/04/2015,400,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Moreno,Terra,Bloq. BR-232 Km 29,"Jor. de
Luta das Mulheres",11/03/2015,200,,,,Other,,
Pernambuco,Orocó,Água,Bloq. BR-428,"Us. Luiz
Gonzaga",26/03/2015,1600,,Infraestrutura,Infrastructure,Infrastructure,,
Pernambuco,Paudalho,Terra,Bloq. BR-408 Km 72,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Petrolândia,Terra,Bloq. BR-316 Km 376,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Petrolina,Terra,"Bloq. da Ponte Pres.
Dutra","Jor. de Luta das
Mulheres",11/03/2015,400,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Recife,Terra,Bloq. BR-408 Km 86,"Jor. de
Luta das Mulheres",11/03/2015,200,,Infraestrutura/ Incentivos à pequena produção/ Políticas públicas / Contra agrotóxicos,Infrastructure/Incentives for small production/Public policies/Against agrochemicals,Public Policies,,
Pernambuco,Recife,Questão Indígena,"Bloq. da Av.
Agamenon","Vários Povos
Indígenas",25/05/2015,300,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Pernambuco,Recife,Questão Indígena,"Bloq. da Av.
Agamenon",Contra a PEC-215,11/11/2015,100,,Demarcação de área indígena/ Regularização de Território,Demarcation of Indigenous Area/Territorial Regularization,Indigenous Issues,,
Piauí,Parnaíba,Água,Bloq. da PI-116,"Contra
Ampliação do Parque Eólico",11/04/2015,20,,Defesa da água e do meio ambiente,Defense of water and the environment,Environment,,
Piauí,Picos,Terra,Bloq. BR-316,"Escola do
Asfalto",10/03/2015,150,,Educação,Education,Education,,
Rio de Janeiro,Campos dos Goytacazes,Terra,Bloqueio da BR-156,"Jor. Nac.
de Lutas",11/03/2015,3000,,Infraestrutura/ Reforma Agrária/ Políticas públicas / Contra agrotóxicos,Infrastructure/Agrarian Reform/Public policies/Against agrochemicals,Public Policies,,
Rio de Janeiro,Duque de Caxias,Terra,"Bloq. Rodovia
Washington","Jorn. Nac. de
Lutas",11/03/2015,,,Infraestrutura/ Reforma Agrária/ Políticas públicas / Contra agrotóxicos,Infrastructure/Agrarian Reform/Public policies/Against agrochemicals,Public Policies,,
Rio Grande do Norte,Extremoz,Terra,Bloqueio da BR-101,,09/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Guamaré,Terra,Bloqueio da BR-406,,11/12/2015,100,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Ielmo Marinho,Terra,Bloqueio da BR-304,,11/12/2015,40,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,João Câmara,Terra,Bloqueio da BR-406,,01/10/2015,200,,Assentamento de famílias,Settlement of families,Property,,
Rio Grande do Norte,Macaíba,Terra,Bloqueio da BR-304,Km 281,09/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Macaíba,Terra,Bloqueio da BR-304,Km 296,09/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Mossoró,Terra,Bloq. da BR-304,Km 25,09/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Natal,Terra,"Bloq. da Av. de Acesso ao
Aeroporto","Jor. Nac. de Lutas
pela R.A",03/08/2015,800,,Regularização fundiária/ Assistência técnica/ Saúde/ Reforma Agrária,Land regularization/Technical assistance/Health/Agrarian Reform,Land Reform,,
Rio Grande do Norte,,Terra,Bloqueio da BR-406,,09/03/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Sul,Campo do Meio,Questão Indígena,Bloq. BR-285,"T. I. Re
Kuju",11/11/2015,400,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Rio Grande do Sul,Campo do Meio,Questão Indígena,Bloq. BR-285,"T. I.
Kaingang",11/11/2015,400,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Rio Grande do Sul,Iraí,Questão Indígena,Bloq. BR-386,"T. I.
Kaingang",27/10/2015,50,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Rio Grande do Sul,Iraí,Questão Indígena,Bloq. BR-386,"T. I.
Kaingang",11/11/2015,50,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
Rondônia,Ariquemes,Terra,Bloq. BR-364,"Jor.
Universitária em defesa da
Reforma Agrária",30/04/2015,300,,Reforma Agrária,Land reform,Land Reform,,
Rondônia,Corumbiara,Terra,"Bloqueio da Estrada de
Acesso ao Assent. Água Viva",,18/11/2015,80,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Rondônia,Jaru,Terra,Bloqueio da BR-364,,09/04/2015,100,,Infraestrutura,Infrastructure,Infrastructure,,
Rondônia,Ji-Paraná,Terra,Bloqueio da RO-135,,06/03/2015,,,Infraestrutura,Infrastructure,Infrastructure,,
Rondônia,Porto Velho,Água,Bloq. da BR-319,"UHE Jirau e
Santo Antônio",25/02/2015,200,,Infraestrutura,Infrastructure,Infrastructure,,
Rondônia,Porto Velho,Água,Bloq. da BR-364,"UHE Jirau e
Sto. Antônio",01/06/2015,500,,Infraestrutura,Infrastructure,Infrastructure,,
Rondônia,Porto Velho,Água,"Bloq. ao Acesso do Canteiro
de Obras da UHE Jirau",,25/11/2015,300,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Rondônia,Vilhena,Terra,Bloq. Linha 03,"Região do
Baixadão",11/05/2015,,,Infraestrutura,Infrastructure,Infrastructure,,
Roraima,Amajari,Questão Indígena,Bloqueio da RR-203,,29/10/2015,200,,Cumprimento de acordos/ Educação,Compliance/Education,Education,,
Roraima,Pacaraima,Questão Indígena,Bloq. BR-174,"T.I. São
Marcos",20/04/2015,100,,Infraestrutura,Infrastructure,Infrastructure,,
Roraima,Pacaraima,Questão Indígena,Bloqueio da BR-174,,26/10/2015,200,,Cumprimento de acordos/ Educação,Compliance/Education,Education,,
Santa Catarina,,Questão Indígena,Bloq. da SC-480,"Contra a
PEC-215",11/11/2015,400,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Santa Catarina,Curitibanos,Terra,"Bloq. da BR-116 e
BR-470","Jor. de Lutas das
Mulheres Camponesas",11/03/2015,700,,Contra a injustiça e a violência/ Reforma Agrária/ Soberania alimentar/ Políticas p ú b  l ic a s,Against injustice and violence/Agrarian Reform/Food sovereignty/Public policies,Public Policies,,
Santa Catarina,Itajaí,Água,"Bloq. do Complexo Portuário
de Itajaí",,05/01/2015,800,,Políticas públicas,Public Policies,Public Policies,,
Santa Catarina,Laguna,Água,"Bloq. do Porto Pesqueiro de
Laguna",,05/01/2015,60,,Políticas públicas,Public Policies,Public Policies,,
Santa Catarina,Palhoça,Questão Indígena,Bloq. da BR-101,"Contra a
PEC-215",11/11/2015,100,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Santa Catarina,Palmitos,Questão Indígena,Bloq. da BR-386,"Contra a
PEC-215",11/11/2015,100,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
São Paulo,Agudos,Terra,"Bloq. da Rod. Marechal
Rondon-km 647",,07/05/2015,50,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
São Paulo,Bauru,Terra,Bloqueio da SP-225,,13/01/2015,,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Land Reform,,
São Paulo,Borebi,Terra,"Bloq. de Estrada
Rural","Acamp. na Faz. Sto.
Henrique",23/03/2015,20,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Land Reform,,
São Paulo,Promissão,Terra,Bloq. BR-153,"Acamp.
Dandara",01/09/2015,,,Crédito/ Políticas p ú b  l ic a s,Credit/Debt Policies,Welfare,,
São Paulo,São Paulo,Questão Indígena,Bloq. da Av. Paulista,"Contra
PEC-215",11/11/2015,300,,Cumprimento de acordos/ Demarcação de área indígena,Compliance with Indigenous Accords/Demarcation,Indigenous Issues,,
São Paulo,Serrana,Terra,Bloq. SP-333,"Faz.
Martinópolis",17/04/2015,200,,Desapropriação/ Contra a injustiça e a violência/ Reforma Agrária,Expropriation/Against injustice and violence/Agrarian Reform,Property,,
Sergipe,Boquim,Terra,Bloqueio da BR-235,,11/03/2015,,,Reforma Agrária,Land reform,Land Reform,,
Sergipe,Itaporanga da Ajuda,Terra,Bloqueio da BR-101,,25/08/2015,400,,Reforma Agrária,Land reform,Land Reform,,
Sergipe,Malhada dos Bois,Terra,Bloqueio da BR-101,,11/03/2015,,,Reforma Agrária,Land reform,Land Reform,,
Sergipe,Poço Redondo,Terra,Bloqueio da BR-206,"Assent.
Queimada Grande",10/12/2015,270,,Educação,Education,Education,,
Tocantins,Colinas do Tocantins,Terra,Bloqueio da TO-335,,24/09/2015,200,,Reforma Agrária,Land reform,Land Reform,,
Tocantins,Guaraí,Terra,Bloq. BR-153,"Jor. Nac. de
Luta das Mulheres do Campo",09/03/2015,250,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Tocantins,Guaraí,Questão Indígena,Bloqueio da BR-153,,19/05/2015,270,,Infraestrutura,Infrastructure,Infrastructure,,
Tocantins,Tocantinópolis,Questão Indígena,Bloq. TO-210,T.I. Apinajé,15/01/2015,100,,Contra Desmatamento/ Demarcação de área indígena,Against Deforestation/Demarcation of Indigenous Area,Indigenous Issues,,
Tocantins,Tocantinópolis,Questão Indígena,Bloq. TO-126 e 210,"T.I.
Apinajé",24/03/2015,35,,Infraestrutura,Infrastructure,Infrastructure,,
Acre,Acrelândia,Terra,Bloq. BR-364,"Faz. Canaã e
O u tr a s",31/08/2016,,,Infraestrutura/ Educação/ Saúde,Infrastructure/Education/Health,Public Policies,,
