Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,,Tipo de Violência,Type of Violence
Maranhão,Pinheiro,Trabalhista,Bloq. de Rodovia,"Jor. Nac.de Lutas dasMulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,,,
Maranhão,Presidente Dutra,Trabalhista,Bloq. BR-135,"Jor. Nac. deLutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,,,
Maranhão,Santa Inês,Trabalhista,Bloq. da BR-316,"Jor. Nac. deLutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,,,
Maranhão,Santa Luzia do Paruá,Trabalhista,Bloq. da BR-316,"Jor. Nac. deLutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,,,
Maranhão,São Luís,Questão Indígena,"Bloq. da Avenida SantosDumont",Ocup. do Incra,22/11/2017,25,,Questão Indígena,Indigenous Issues,,,
Maranhão,São Luís,Trabalhista,Bloq. BR-135,"Jor. Nac. deLutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,,,
Maranhão,São Luís,Trabalhista,Bloq. da BR-135,"Ato contra aReforma da Previdência",05/12/2017,,,Seguridade social/ Políticas públicas,Social security/Public policies,,,
Maranhão,Viana,Questão Indígena,Bloq. da MA-014,"PovoG a m e  l la",28/04/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso,General Carneiro,Questão Indígena,Bloqueio da BR-364,,28/04/2017,60,,Questão Indígena,Indigenous Issues,,,
Mato Grosso,Itaúba,Terra,Bloqueio da BR-163,,16/11/2017,200,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Mato Grosso,Paranaíta,Terra,Bloqueio da MT-208,,19/06/2017,130,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Mato Grosso,Rondonópolis,Terra,Bloq. Ferrovia,"Jor. Nac. deLutas pela Ref. Agr.",27/07/2017,240,,Contra monocultura/ Reforma Agrária/ Assentamento de famílias,Against Monoculture/Agrarian Reform/Settlement of Families,,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. da MS-156,"Km231",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. da MS-386,"Km70",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Aquidauana,Questão Indígena,Bloq. BR-262,"T. I. TaunayIpegue",16/03/2017,200,,S a  lá r  io,S a ryo,,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. da MS-280,"Faz. StaMaria",30/07/2017,,,Defesa da água e do meio ambiente,Defense of water and the environment,,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. BR-163,"Contra o MarcoT e m p o r a  l",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Campo Grande,Questão Indígena,Bloqueio da BR-163,,25/04/2017,150,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da BR-163,,07/09/2017,300,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Corumbá,Trabalhista,Bloq. BR-262,Km 778,31/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Dois Irmãos do Buriti,Terra,Bloqueio da BR-262,,25/07/2017,150,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. de Rodovia,"AnelViário",24/11/2017,45,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"Km02",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-379,"Contra oMarco Temporal",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Dourados,Terra,Bloq. BR-463,"Faz.Maravilha",20/09/2017,60,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"ChácaraMorada do Sol",23/11/2017,40,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"ChácaraMorada do Sol",05/12/2017,40,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Itaquiraí,Trabalhista,Bloq. BR-163,Km 104,17/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Itaquiraí,Questão Indígena,Bloq. BR-163,"Contra o MarcoT e m p o r a  l",16/08/2017,50,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Miranda,Questão Indígena,Bloq. da BR-262,"Contra oMarco Temporal",15/08/2017,,,Infraestrutura/ Demarcação de área indígena,Indigenous Area Infrastructure/Demarcation,,,
Mato Grosso do Sul,Miranda,Questão Indígena,Bloq. BR-262,"Contra o MarcoT e m p o r a  l",16/08/2017,150,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Mundo Novo,Terra,Bloqueio da BR-163,,24/05/2017,40,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Mundo Novo,Questão Indígena,Bloq. BR-163,"Contra o MarcoT e m p o r a  l",16/08/2017,80,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Nioaque,Questão Indígena,Bloq. BR-060,"Contra o MarcoT e m p o r a  l",16/08/2017,100,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Nioaque,Terra,Bloq. BR-319,"Faz.Maravilha",20/09/2017,75,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Alvorada do Sul,Trabalhista,Bloq. BR-163,Km 368,15/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-247,,07/09/2017,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-267,,07/09/2017,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Ponta Porã,Terra,"Bloqueio de RodoviaM u n  ic  ip a  l",,07/09/2017,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Ribas do Rio Pardo,Trabalhista,Bloq. BR-262,Km 234,17/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. da BR-163,"TajassuIguá",10/03/2017,,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,,Morte em conseqüên c  ia,Death as a consequence
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. BR-163,"Contra o MarcoT e m p o r a  l",16/08/2017,50,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Sidrolândia,Trabalhista,Bloq. BR-060,"ContraReforma da Previdência",31/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Sidrolândia,Terra,Bloqueio da BR-060,,07/09/2017,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Sonora,Trabalhista,Bloq. BR-163,Km 837,31/03/2017,,,Seguridade social,Social Security,,,
Mato Grosso do Sul,Tacuru,Questão Indígena,Bloq. da MS-295,"Contra oMarco Temporal",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Três Lagoas,Trabalhista,Bloq. BR-262,Km 92,31/03/2017,,,Seguridade social,Social Security,,,
Minas Gerais,Córrego Danta,Terra,Bloq. BR-262,"Jor. por Ref.Agrária",17/04/2017,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária/ Seguridade social,Against injustice and violence/Against impunity/Agrarian reform/Social security,,,
Minas Gerais,Frei Inocêncio,Terra,Bloq. BR-116,"Jor. por Ref.Agrária",17/04/2017,,,Contra a injustiça e a violência/ Reforma Agrária/ Seguridade social,Against injustice and violence/Agrarian Reform/Social security,,,
Minas Gerais,Governador Valadares,Questão Indígena,Bloq. BR-116,"Questões deSaúde Indígena",08/11/2017,100,,Saúde,Cheers,,,
Minas Gerais,Governador Valadares,Água,"Bloq. da Ferrovia daVale","Rompimento daBarragem daSamarco-Vale-BHP Billiton",08/11/2017,200,,Contra a injustiça e a violência/ Contra impunidade/ Indenização/ Água/ Defesa da água e do meio amb,Against injustice and violence/Against impunity/Indemnity/Water/Defense of water and the environment,,,
Minas Gerais,Governador Valadares,Terra,Bloq. BR-381,"Jor. por Ref.Agrária",17/04/2017,,,Contra a injustiça e a violência/ Reforma Agrária/ Seguridade social,Against injustice and violence/Agrarian Reform/Social security,,,
Minas Gerais,Mariana,Terra,Bloq. MG-129,"ContraMineradora Samarco",13/07/2017,100,,Cumprimento de acordos/ Reassentamento/ Indenização/ Contra mineradoras,Compliance/Settlement/Indemnity/Against mining companies,,,
Minas Gerais,Periquito,Terra,Bloq. da BR-381,"Acamp.Liberdade",24/04/2017,,,Desapropriação/ Contra a injustiça e a violência/ Reforma Agrária,Expropriation/Against injustice and violence/Agrarian Reform,,,
Minas Gerais,Periquito,Água,Bloq. da EFVM,"Romp.Barragem Samarco",02/06/2017,200,,Cumprimento de acordos/ Indenização/ Água,Compliance/Indemnification/Water,,,
Minas Gerais,Simão Pereira,Terra,Bloq. BR-040,"Jor. por Ref.Agrária",17/04/2017,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária/ Seguridade social,Against injustice and violence/Against impunity/Agrarian reform/Social security,,,
Minas Gerais,Veríssimo,Terra,Bloqueio da BR-262,,12/12/2017,250,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Pará,Canaã dos Carajás,Terra,"Bloq. da Estrada de Acessoao Projeto S11D",,31/07/2017,,,Infraestrutura/ Reforma Agrária/ Assentamento de famílias,Infrastructure/Agrarian Reform/Settlement of families,,,
Pará,Canaã dos Carajás,Terra,"Bloq. Estrada de Acesso aoProjeto Sossego",,08/08/2017,50,,Cumprimento de acordos/ Reforma Agrária/ Assentamento de famílias,Compliance/Agrarian Reform/Settlement of Families,,,
Pará,Canaã dos Carajás,Terra,Bloq. Estrada Proj.S11D,"Jor.de Luta em defesa deAcamp. no Sudeste do Pará",21/11/2017,,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Curionópolis,Terra,Bloqueio da PA-275,,20/04/2017,154,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Curionópolis,Terra,Bloqueio da PA-275,,19/06/2017,,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Curionópolis,Terra,Bloqueio da PA-275,,19/08/2017,121,,Regularização fundiária/ Contra a injustiça e a violência/ Assentamento de famílias,Land regularization/Against injustice and violence/Settlement of families,,,
Pará,Curionópolis,Terra,"Bloq. Estrada de Acesso aoProjeto Serra Leste",,08/08/2017,50,,Cumprimento de acordos/ Reforma Agrária/ Assentamento de famílias,Compliance/Agrarian Reform/Settlement of Families,,,
Pará,Eldorado dos Carajás,Terra,Bloqueio da BR-155,,04/05/2017,160,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Pará,Eldorado dos Carajás,Terra,Bloqueio da BR-155,,11/04/2017,50,,Contra a injustiça e a violência,Against injustice and violence,,,
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Jor. Nac. deLutas",18/10/2017,,,Regularização fundiária/ Crédito/ Reforma Agrária/ Assentamento de famílias,Land regularization/Credit/Agrarian Reform/Settlement of families,,,
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Jor.Nacional de Lutas",19/10/2017,300,,Regularização fundiária/ Reforma Agrária/ Assentamento de famílias,Land regularization/Agrarian Reform/Settlement of families,,,
Pará,Itaituba,Questão Indígena,Bloqueio BR-230,,26/04/2017,100,,Demarcação de área indígena/ Políticas públicas / Regularização de Território,Indigenous Area Demarcation/Public Policies/Territorial Regularization,,,
Pará,Itaituba,Questão Indígena,"Bloqueio da Faculdade deItaituba",,04/12/2017,90,,Cumprimento de acordos/ Questão Indígena,Compliance/Indigenous Issues,,,
Pará,Marabá,Terra,Bloq. Transamazônica,"Jor.Nac. de Lutas das MulheresSem Terra",08/03/2017,,,Contra a injustiça e a violência,Against injustice and violence,,,
Pará,Marabá,Terra,Bloq. BR-155,"Jor. de Luta emdefesa de Acamp. noSudeste do Pará",21/11/2017,300,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Ourilândia do Norte,Terra,Bloq. PA-279,"Acesso Proj.Onça Puma",03/08/2017,75,,Cumprimento de acordos/ Reassentamento/ Indenização,Compliance/Settlement/Indemnity,,,
Pará,Ourilândia do Norte,Direitos Humanos,Bloq. PA-279,"Contra aChacina de Pau D'Arco",29/05/2017,,,Contra a injustiça e a violência,Against injustice and violence,,,
Pará,Ourilândia do Norte,Terra,Bloqueio da PA-279,,29/05/2017,50,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Parauapebas,Terra,"Bloq. da Estrada de FerroCarajás",,07/09/2017,200,,Reforma Agrária/ Assentamento de famílias/ Contra mineradoras,Agrarian Reform/Family Settlement/Mining,,,
Pará,Parauapebas,Terra,"Bloqueio a Projeto daVale",Rod. Faruk Salmen,27/11/2017,,,Crédito/ Infraestrutura/ Cumprimento de acordos/ Educação/ Incentivos à pequena produção,Credit/Infrastructure/Compliance/Education/Small-scale incentives,,,
Pará,Parauapebas,Terra,"Bloqueio da Estrada de FerroCarajás",,27/11/2017,,,Crédito/ Infraestrutura/ Educação/ Incentivos à pequena produção,Credit/Infrastructure/Education/Incentives for small production,,,
Pará,Parauapebas,Terra,"Bloqueio do Acesso Projetoda Vale",Flonaca,27/11/2017,,,Crédito/ Infraestrutura/ Cumprimento de acordos/ Educação/ Incentivos à pequena produção,Credit/Infrastructure/Compliance/Education/Small-scale incentives,,,
Pará,Parauapebas,Terra,Bloqueio da PA-160,,15/03/2017,200,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Pau D Arco,Terra,Bloqueio da BR-155,,28/03/2017,50,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Pará,Santana do Araguaia,Terra,Bloqueio da BR-158,,07/05/2017,40,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pará,Santarém,Água,Bloqueio BR-163,,07/06/2017,,,Questão Indígena/ Defesa da água e do meio ambiente/ Regularização de Território,Indigenous Issues/Defense of water and the environment/Land regularization,,,
Pará,Xinguara,Trabalhista,Bloqueio da BR-155,,28/04/2017,,,Questões trabalhistas,Labor issues,,,
Paraíba,João Pessoa,Terra,Bloq. Avenida,"Jor. de Lutasde Outubro",17/10/2017,,,Crédito/ Infraestrutura/ Educação/ Reforma Agrária,Credit/Infrastructure/Education/Land Reform,,,
Paraíba,Pedras de Fogo,Terra,Bloqueio da BR-101,,21/12/2017,,,Crédito/ Infraestrutura/ Incentivos à pequena produção/ Reforma Agrária,Credit/Infrastructure/Small Production Incentives/Agrarian Reform,,,
Paraná,Campo Largo,Terra,Bloq. BR-277,"Jor. pelaD e m o c r a c  ia",09/05/2017,1500,,Contra a injustiça e a violência/ Reforma Agrária/ Contra criminalização,Against injustice and violence/Agrarian Reform/Against criminalization,,,
Paraná,Curitiba,Terra,"Bloq. Av. Sete deSetembro","Jor. de Lutas porRef. Agr.",17/04/2017,,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,,,
Paraná,Guaíra,Questão Indígena,Bloq. de Rodovia,"PovoGuarani Mbya",04/04/2017,500,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,,,
Paraná,Pinhão,Terra,"Bloq. PR-170 ePR-459","Conflitos comMadeireira Zattar",07/12/2017,2000,,Regularização fundiária/ Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Land regularization/Against injustice and violence/Agrarian Reform/Settlement of families,,,
Pernambuco,,Terra,Bloq. BR-104,,25/05/2017,100,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,,,
Pernambuco,Belém de São Francisco,Terra,Bloq. BR-428,"Jor. Nac. deLuta pela Reforma Agrária",18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Belém de São Francisco,Terra,Bloq. BR-316,Km 228,18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Belém de São Francisco,Terra,Bloq. BR-116,Km 82,18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Caruaru,Terra,Bloq. BR-232 km 123,"Jor.Nac. de Luta pela ReformaA g r á r  ia",18/10/2017,300,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Escada,Terra,Bloq. BR-101,Km 125,18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Goiana,Trabalhista,Bloq. BR-101,,09/05/2017,150,,S a  lá r  io,S a ryo,,,
Pernambuco,Goiana,Terra,Bloq. BR-101 km 7,"Jor. Nac.de Luta pela Reforma Agrária",18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Moreno,Terra,Bloq. BR-232 km 30,"Jor. Nac.de Luta pela Reforma Agrária",18/10/2017,100,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Paudalho,Terra,Bloq. BR-408,Km 82,18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pernambuco,Petrolândia,Água,Bloq. BR-316,,18/05/2017,100,,Água,Water,,,
Pernambuco,Serra Talhada,Terra,Bloq. BR-232,"Jor. Nac. deLuta pela Reforma Agrária",18/10/2017,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Piauí,Teresina,Terra,Bloqueio da BR-343,,02/08/2017,,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,,,
Rio Grande do Sul,Constantina,Terra,Bloq.RS-324,"Acamp.TerraLivre",24/04/2017,175,,Demarcação de área indígena,Demarcation of indigenous area,,,
Rio Grande do Sul,Gentil,Trabalhista,Bloq. BR-285,"Contra Ref.Previdência",15/03/2017,,,Contra a injustiça e a violência/ Seguridade social,Against injustice and violence/Social security,,,
